"rho","N","n_reps","beta_free","omega_var","Tfull","conv_1_2","conv_3","conv_4_5","crash"
-0.9,20,500,1,1,3,493,6,0,1
-0.8,20,500,1,1,3,499,0,0,1
-0.7,20,500,1,1,3,500,0,0,0
-0.6,20,500,1,1,3,500,0,0,0
-0.5,20,500,1,1,3,498,0,0,2
-0.4,20,500,1,1,3,498,2,0,0
-0.3,20,500,1,1,3,498,1,0,1
-0.2,20,500,1,1,3,500,0,0,0
-0.1,20,500,1,1,3,499,1,0,0
0,20,500,1,1,3,500,0,0,0
0.1,20,500,1,1,3,500,0,0,0
0.2,20,500,1,1,3,499,1,0,0
0.3,20,500,1,1,3,499,1,0,0
0.4,20,500,1,1,3,500,0,0,0
0.5,20,500,1,1,3,499,1,0,0
0.6,20,500,1,1,3,500,0,0,0
0.7,20,500,1,1,3,498,2,0,0
0.8,20,500,1,1,3,497,3,0,0
0.9,20,500,1,1,3,497,3,0,0
-0.9,30,500,1,1,3,499,0,0,1
-0.8,30,500,1,1,3,500,0,0,0
-0.7,30,500,1,1,3,499,1,0,0
-0.6,30,500,1,1,3,499,1,0,0
-0.5,30,500,1,1,3,497,0,0,3
-0.4,30,500,1,1,3,500,0,0,0
-0.3,30,500,1,1,3,500,0,0,0
-0.2,30,500,1,1,3,500,0,0,0
-0.1,30,500,1,1,3,500,0,0,0
0,30,500,1,1,3,500,0,0,0
0.1,30,500,1,1,3,500,0,0,0
0.2,30,500,1,1,3,499,1,0,0
0.3,30,500,1,1,3,500,0,0,0
0.4,30,500,1,1,3,500,0,0,0
0.5,30,500,1,1,3,499,0,0,1
0.6,30,500,1,1,3,500,0,0,0
0.7,30,500,1,1,3,499,1,0,0
0.8,30,500,1,1,3,500,0,0,0
0.9,30,500,1,1,3,499,0,0,1
-0.9,40,500,1,1,3,499,0,0,1
-0.8,40,500,1,1,3,498,0,0,2
-0.7,40,500,1,1,3,499,0,0,1
-0.6,40,500,1,1,3,499,0,0,1
-0.5,40,500,1,1,3,500,0,0,0
-0.4,40,500,1,1,3,499,0,0,1
-0.3,40,500,1,1,3,500,0,0,0
-0.2,40,500,1,1,3,500,0,0,0
-0.1,40,500,1,1,3,499,0,0,1
0,40,500,1,1,3,500,0,0,0
0.1,40,500,1,1,3,500,0,0,0
0.2,40,500,1,1,3,500,0,0,0
0.3,40,500,1,1,3,500,0,0,0
0.4,40,500,1,1,3,500,0,0,0
0.5,40,500,1,1,3,500,0,0,0
0.6,40,500,1,1,3,500,0,0,0
0.7,40,500,1,1,3,500,0,0,0
0.8,40,500,1,1,3,499,0,0,1
0.9,40,500,1,1,3,500,0,0,0
-0.9,50,500,1,1,3,497,1,0,2
-0.8,50,500,1,1,3,498,1,0,1
-0.7,50,500,1,1,3,499,1,0,0
-0.6,50,500,1,1,3,500,0,0,0
-0.5,50,500,1,1,3,500,0,0,0
-0.4,50,500,1,1,3,500,0,0,0
-0.3,50,500,1,1,3,499,0,0,1
-0.2,50,500,1,1,3,500,0,0,0
-0.1,50,500,1,1,3,500,0,0,0
0,50,500,1,1,3,500,0,0,0
0.1,50,500,1,1,3,500,0,0,0
0.2,50,500,1,1,3,500,0,0,0
0.3,50,500,1,1,3,500,0,0,0
0.4,50,500,1,1,3,500,0,0,0
0.5,50,500,1,1,3,500,0,0,0
0.6,50,500,1,1,3,499,0,0,1
0.7,50,500,1,1,3,500,0,0,0
0.8,50,500,1,1,3,500,0,0,0
0.9,50,500,1,1,3,498,0,0,2
-0.9,60,500,1,1,3,499,0,0,1
-0.8,60,500,1,1,3,500,0,0,0
-0.7,60,500,1,1,3,500,0,0,0
-0.6,60,500,1,1,3,500,0,0,0
-0.5,60,500,1,1,3,500,0,0,0
-0.4,60,500,1,1,3,499,0,0,1
-0.3,60,500,1,1,3,500,0,0,0
-0.2,60,500,1,1,3,500,0,0,0
-0.1,60,500,1,1,3,500,0,0,0
0,60,500,1,1,3,500,0,0,0
0.1,60,500,1,1,3,499,0,0,1
0.2,60,500,1,1,3,498,1,0,1
0.3,60,500,1,1,3,499,1,0,0
0.4,60,500,1,1,3,500,0,0,0
0.5,60,500,1,1,3,500,0,0,0
0.6,60,500,1,1,3,499,0,0,1
0.7,60,500,1,1,3,500,0,0,0
0.8,60,500,1,1,3,499,1,0,0
0.9,60,500,1,1,3,498,0,0,2
-0.9,70,500,1,1,3,498,1,0,1
-0.8,70,500,1,1,3,500,0,0,0
-0.7,70,500,1,1,3,499,1,0,0
-0.6,70,500,1,1,3,500,0,0,0
-0.5,70,500,1,1,3,500,0,0,0
-0.4,70,500,1,1,3,499,0,0,1
-0.3,70,500,1,1,3,500,0,0,0
-0.2,70,500,1,1,3,499,0,0,1
-0.1,70,500,1,1,3,500,0,0,0
0,70,500,1,1,3,500,0,0,0
0.1,70,500,1,1,3,500,0,0,0
0.2,70,500,1,1,3,500,0,0,0
0.3,70,500,1,1,3,500,0,0,0
0.4,70,500,1,1,3,499,0,0,1
0.5,70,500,1,1,3,498,0,0,2
0.6,70,500,1,1,3,500,0,0,0
0.7,70,500,1,1,3,500,0,0,0
0.8,70,500,1,1,3,500,0,0,0
0.9,70,500,1,1,3,499,0,0,1
-0.9,80,500,1,1,3,498,1,0,1
-0.8,80,500,1,1,3,497,0,0,3
-0.7,80,500,1,1,3,500,0,0,0
-0.6,80,500,1,1,3,500,0,0,0
-0.5,80,500,1,1,3,500,0,0,0
-0.4,80,500,1,1,3,499,0,0,1
-0.3,80,500,1,1,3,499,0,0,1
-0.2,80,500,1,1,3,500,0,0,0
-0.1,80,500,1,1,3,499,0,0,1
0,80,500,1,1,3,499,0,0,1
0.1,80,500,1,1,3,500,0,0,0
0.2,80,500,1,1,3,500,0,0,0
0.3,80,500,1,1,3,500,0,0,0
0.4,80,500,1,1,3,499,0,0,1
0.5,80,500,1,1,3,500,0,0,0
0.6,80,500,1,1,3,500,0,0,0
0.7,80,500,1,1,3,498,0,0,2
0.8,80,500,1,1,3,500,0,0,0
0.9,80,500,1,1,3,495,0,0,5
-0.9,90,500,1,1,3,498,0,0,2
-0.8,90,500,1,1,3,499,0,0,1
-0.7,90,500,1,1,3,498,0,0,2
-0.6,90,500,1,1,3,499,0,0,1
-0.5,90,500,1,1,3,500,0,0,0
-0.4,90,500,1,1,3,500,0,0,0
-0.3,90,500,1,1,3,500,0,0,0
-0.2,90,500,1,1,3,500,0,0,0
-0.1,90,500,1,1,3,500,0,0,0
0,90,500,1,1,3,500,0,0,0
0.1,90,500,1,1,3,498,0,0,2
0.2,90,500,1,1,3,499,0,0,1
0.3,90,500,1,1,3,500,0,0,0
0.4,90,500,1,1,3,498,0,0,2
0.5,90,500,1,1,3,500,0,0,0
0.6,90,500,1,1,3,498,0,0,2
0.7,90,500,1,1,3,500,0,0,0
0.8,90,500,1,1,3,499,0,0,1
0.9,90,500,1,1,3,499,0,0,1
-0.9,100,500,1,1,3,492,0,0,8
-0.8,100,500,1,1,3,499,0,0,1
-0.7,100,500,1,1,3,499,0,0,1
-0.6,100,500,1,1,3,499,0,0,1
-0.5,100,500,1,1,3,500,0,0,0
-0.4,100,500,1,1,3,499,0,0,1
-0.3,100,500,1,1,3,499,0,0,1
-0.2,100,500,1,1,3,499,0,0,1
-0.1,100,500,1,1,3,500,0,0,0
0,100,500,1,1,3,500,0,0,0
0.1,100,500,1,1,3,500,0,0,0
0.2,100,500,1,1,3,500,0,0,0
0.3,100,500,1,1,3,500,0,0,0
0.4,100,500,1,1,3,500,0,0,0
0.5,100,500,1,1,3,500,0,0,0
0.6,100,500,1,1,3,499,0,0,1
0.7,100,500,1,1,3,500,0,0,0
0.8,100,500,1,1,3,500,0,0,0
0.9,100,500,1,1,3,498,0,0,2
-0.9,125,500,1,1,3,497,0,0,3
-0.8,125,500,1,1,3,497,0,0,3
-0.7,125,500,1,1,3,500,0,0,0
-0.6,125,500,1,1,3,500,0,0,0
-0.5,125,500,1,1,3,499,0,0,1
-0.4,125,500,1,1,3,500,0,0,0
-0.3,125,500,1,1,3,500,0,0,0
-0.2,125,500,1,1,3,500,0,0,0
-0.1,125,500,1,1,3,500,0,0,0
0,125,500,1,1,3,499,0,0,1
0.1,125,500,1,1,3,500,0,0,0
0.2,125,500,1,1,3,500,0,0,0
0.3,125,500,1,1,3,500,0,0,0
0.4,125,500,1,1,3,500,0,0,0
0.5,125,500,1,1,3,500,0,0,0
0.6,125,500,1,1,3,499,0,0,1
0.7,125,500,1,1,3,500,0,0,0
0.8,125,500,1,1,3,499,0,0,1
0.9,125,500,1,1,3,498,0,0,2
-0.9,150,500,1,1,3,499,0,0,1
-0.8,150,500,1,1,3,499,0,0,1
-0.7,150,500,1,1,3,499,0,0,1
-0.6,150,500,1,1,3,500,0,0,0
-0.5,150,500,1,1,3,499,0,0,1
-0.4,150,500,1,1,3,500,0,0,0
-0.3,150,500,1,1,3,500,0,0,0
-0.2,150,500,1,1,3,499,0,0,1
-0.1,150,500,1,1,3,500,0,0,0
0,150,500,1,1,3,500,0,0,0
0.1,150,500,1,1,3,500,0,0,0
0.2,150,500,1,1,3,500,0,0,0
0.3,150,500,1,1,3,500,0,0,0
0.4,150,500,1,1,3,500,0,0,0
0.5,150,500,1,1,3,500,0,0,0
0.6,150,500,1,1,3,499,0,0,1
0.7,150,500,1,1,3,500,0,0,0
0.8,150,500,1,1,3,499,0,0,1
0.9,150,500,1,1,3,498,0,0,2
-0.9,200,500,1,1,3,497,0,0,3
-0.8,200,500,1,1,3,499,0,0,1
-0.7,200,500,1,1,3,500,0,0,0
-0.6,200,500,1,1,3,500,0,0,0
-0.5,200,500,1,1,3,500,0,0,0
-0.4,200,500,1,1,3,500,0,0,0
-0.3,200,500,1,1,3,500,0,0,0
-0.2,200,500,1,1,3,500,0,0,0
-0.1,200,500,1,1,3,500,0,0,0
0,200,500,1,1,3,499,1,0,0
0.1,200,500,1,1,3,500,0,0,0
0.2,200,500,1,1,3,500,0,0,0
0.3,200,500,1,1,3,500,0,0,0
0.4,200,500,1,1,3,500,0,0,0
0.5,200,500,1,1,3,500,0,0,0
0.6,200,500,1,1,3,500,0,0,0
0.7,200,500,1,1,3,498,0,0,2
0.8,200,500,1,1,3,499,0,0,1
0.9,200,500,1,1,3,498,0,0,2
-0.9,300,500,1,1,3,499,0,0,1
-0.8,300,500,1,1,3,499,0,0,1
-0.7,300,500,1,1,3,498,0,0,2
-0.6,300,500,1,1,3,499,0,0,1
-0.5,300,500,1,1,3,500,0,0,0
-0.4,300,500,1,1,3,500,0,0,0
-0.3,300,500,1,1,3,499,0,0,1
-0.2,300,500,1,1,3,500,0,0,0
-0.1,300,500,1,1,3,500,0,0,0
0,300,500,1,1,3,500,0,0,0
0.1,300,500,1,1,3,500,0,0,0
0.2,300,500,1,1,3,500,0,0,0
0.3,300,500,1,1,3,500,0,0,0
0.4,300,500,1,1,3,499,0,0,1
0.5,300,500,1,1,3,499,0,0,1
0.6,300,500,1,1,3,500,0,0,0
0.7,300,500,1,1,3,499,0,0,1
0.8,300,500,1,1,3,498,0,0,2
0.9,300,500,1,1,3,498,0,0,2
-0.9,500,500,1,1,3,498,0,0,2
-0.8,500,500,1,1,3,498,0,0,2
-0.7,500,500,1,1,3,497,0,0,3
-0.6,500,500,1,1,3,499,0,0,1
-0.5,500,500,1,1,3,497,0,0,3
-0.4,500,500,1,1,3,500,0,0,0
-0.3,500,500,1,1,3,500,0,0,0
-0.2,500,500,1,1,3,499,0,0,1
-0.1,500,500,1,1,3,500,0,0,0
0,500,500,1,1,3,500,0,0,0
0.1,500,500,1,1,3,498,0,0,2
0.2,500,500,1,1,3,500,0,0,0
0.3,500,500,1,1,3,499,0,0,1
0.4,500,500,1,1,3,500,0,0,0
0.5,500,500,1,1,3,500,0,0,0
0.6,500,500,1,1,3,500,0,0,0
0.7,500,500,1,1,3,500,0,0,0
0.8,500,500,1,1,3,497,1,0,2
0.9,500,500,1,1,3,496,0,0,4
-0.9,1000,500,1,1,3,495,0,0,5
-0.8,1000,500,1,1,3,499,0,0,1
-0.7,1000,500,1,1,3,496,0,0,4
-0.6,1000,500,1,1,3,497,0,0,3
-0.5,1000,500,1,1,3,499,0,0,1
-0.4,1000,500,1,1,3,499,0,0,1
-0.3,1000,500,1,1,3,500,0,0,0
-0.2,1000,500,1,1,3,499,0,0,1
-0.1,1000,500,1,1,3,499,0,0,1
0,1000,500,1,1,3,499,0,0,1
0.1,1000,500,1,1,3,500,0,0,0
0.2,1000,500,1,1,3,500,0,0,0
0.3,1000,500,1,1,3,499,0,0,1
0.4,1000,500,1,1,3,500,0,0,0
0.5,1000,500,1,1,3,499,0,0,1
0.6,1000,500,1,1,3,500,0,0,0
0.7,1000,500,1,1,3,500,0,0,0
0.8,1000,500,1,1,3,497,0,0,3
0.9,1000,500,1,1,3,499,0,0,1
-0.9,20,500,1,1,2,484,16,0,0
-0.8,20,500,1,1,2,482,18,0,0
-0.7,20,500,1,1,2,491,9,0,0
-0.6,20,500,1,1,2,496,4,0,0
-0.5,20,500,1,1,2,498,2,0,0
-0.4,20,500,1,1,2,496,4,0,0
-0.3,20,500,1,1,2,498,2,0,0
-0.2,20,500,1,1,2,498,2,0,0
-0.1,20,500,1,1,2,497,3,0,0
0,20,500,1,1,2,498,2,0,0
0.1,20,500,1,1,2,499,1,0,0
0.2,20,500,1,1,2,496,4,0,0
0.3,20,500,1,1,2,498,2,0,0
0.4,20,500,1,1,2,494,6,0,0
0.5,20,500,1,1,2,497,3,0,0
0.6,20,500,1,1,2,499,1,0,0
0.7,20,500,1,1,2,499,1,0,0
0.8,20,500,1,1,2,496,3,0,1
0.9,20,500,1,1,2,499,1,0,0
-0.9,30,500,1,1,2,485,14,0,1
-0.8,30,500,1,1,2,498,2,0,0
-0.7,30,500,1,1,2,499,1,0,0
-0.6,30,500,1,1,2,497,3,0,0
-0.5,30,500,1,1,2,497,1,0,2
-0.4,30,500,1,1,2,499,1,0,0
-0.3,30,500,1,1,2,499,0,0,1
-0.2,30,500,1,1,2,500,0,0,0
-0.1,30,500,1,1,2,500,0,0,0
0,30,500,1,1,2,499,1,0,0
0.1,30,500,1,1,2,500,0,0,0
0.2,30,500,1,1,2,500,0,0,0
0.3,30,500,1,1,2,500,0,0,0
0.4,30,500,1,1,2,499,1,0,0
0.5,30,500,1,1,2,500,0,0,0
0.6,30,500,1,1,2,500,0,0,0
0.7,30,500,1,1,2,500,0,0,0
0.8,30,500,1,1,2,498,1,0,1
0.9,30,500,1,1,2,499,1,0,0
-0.9,40,500,1,1,2,483,17,0,0
-0.8,40,500,1,1,2,497,3,0,0
-0.7,40,500,1,1,2,494,6,0,0
-0.6,40,500,1,1,2,499,1,0,0
-0.5,40,500,1,1,2,498,2,0,0
-0.4,40,500,1,1,2,499,1,0,0
-0.3,40,500,1,1,2,500,0,0,0
-0.2,40,500,1,1,2,499,1,0,0
-0.1,40,500,1,1,2,500,0,0,0
0,40,500,1,1,2,499,0,0,1
0.1,40,500,1,1,2,500,0,0,0
0.2,40,500,1,1,2,500,0,0,0
0.3,40,500,1,1,2,500,0,0,0
0.4,40,500,1,1,2,499,0,0,1
0.5,40,500,1,1,2,500,0,0,0
0.6,40,500,1,1,2,500,0,0,0
0.7,40,500,1,1,2,500,0,0,0
0.8,40,500,1,1,2,500,0,0,0
0.9,40,500,1,1,2,499,1,0,0
-0.9,50,500,1,1,2,475,23,0,2
-0.8,50,500,1,1,2,493,7,0,0
-0.7,50,500,1,1,2,497,2,0,1
-0.6,50,500,1,1,2,499,1,0,0
-0.5,50,500,1,1,2,500,0,0,0
-0.4,50,500,1,1,2,500,0,0,0
-0.3,50,500,1,1,2,500,0,0,0
-0.2,50,500,1,1,2,499,0,0,1
-0.1,50,500,1,1,2,500,0,0,0
0,50,500,1,1,2,500,0,0,0
0.1,50,500,1,1,2,500,0,0,0
0.2,50,500,1,1,2,500,0,0,0
0.3,50,500,1,1,2,500,0,0,0
0.4,50,500,1,1,2,500,0,0,0
0.5,50,500,1,1,2,499,0,0,1
0.6,50,500,1,1,2,500,0,0,0
0.7,50,500,1,1,2,500,0,0,0
0.8,50,500,1,1,2,499,0,0,1
0.9,50,500,1,1,2,499,0,0,1
-0.9,60,500,1,1,2,486,13,0,1
-0.8,60,500,1,1,2,498,2,0,0
-0.7,60,500,1,1,2,500,0,0,0
-0.6,60,500,1,1,2,500,0,0,0
-0.5,60,500,1,1,2,499,1,0,0
-0.4,60,500,1,1,2,499,0,0,1
-0.3,60,500,1,1,2,500,0,0,0
-0.2,60,500,1,1,2,500,0,0,0
-0.1,60,500,1,1,2,500,0,0,0
0,60,500,1,1,2,500,0,0,0
0.1,60,500,1,1,2,500,0,0,0
0.2,60,500,1,1,2,500,0,0,0
0.3,60,500,1,1,2,500,0,0,0
0.4,60,500,1,1,2,500,0,0,0
0.5,60,500,1,1,2,498,1,0,1
0.6,60,500,1,1,2,500,0,0,0
0.7,60,500,1,1,2,500,0,0,0
0.8,60,500,1,1,2,500,0,0,0
0.9,60,500,1,1,2,499,0,0,1
-0.9,70,500,1,1,2,484,14,0,2
-0.8,70,500,1,1,2,496,3,0,1
-0.7,70,500,1,1,2,498,2,0,0
-0.6,70,500,1,1,2,500,0,0,0
-0.5,70,500,1,1,2,499,0,0,1
-0.4,70,500,1,1,2,499,1,0,0
-0.3,70,500,1,1,2,500,0,0,0
-0.2,70,500,1,1,2,500,0,0,0
-0.1,70,500,1,1,2,500,0,0,0
0,70,500,1,1,2,499,1,0,0
0.1,70,500,1,1,2,500,0,0,0
0.2,70,500,1,1,2,500,0,0,0
0.3,70,500,1,1,2,500,0,0,0
0.4,70,500,1,1,2,500,0,0,0
0.5,70,500,1,1,2,500,0,0,0
0.6,70,500,1,1,2,500,0,0,0
0.7,70,500,1,1,2,500,0,0,0
0.8,70,500,1,1,2,500,0,0,0
0.9,70,500,1,1,2,499,1,0,0
-0.9,80,500,1,1,2,486,13,0,1
-0.8,80,500,1,1,2,500,0,0,0
-0.7,80,500,1,1,2,500,0,0,0
-0.6,80,500,1,1,2,499,1,0,0
-0.5,80,500,1,1,2,500,0,0,0
-0.4,80,500,1,1,2,500,0,0,0
-0.3,80,500,1,1,2,498,0,0,2
-0.2,80,500,1,1,2,500,0,0,0
-0.1,80,500,1,1,2,500,0,0,0
0,80,500,1,1,2,500,0,0,0
0.1,80,500,1,1,2,500,0,0,0
0.2,80,500,1,1,2,500,0,0,0
0.3,80,500,1,1,2,500,0,0,0
0.4,80,500,1,1,2,500,0,0,0
0.5,80,500,1,1,2,500,0,0,0
0.6,80,500,1,1,2,500,0,0,0
0.7,80,500,1,1,2,500,0,0,0
0.8,80,500,1,1,2,500,0,0,0
0.9,80,500,1,1,2,498,1,0,1
-0.9,90,500,1,1,2,489,10,0,1
-0.8,90,500,1,1,2,498,1,0,1
-0.7,90,500,1,1,2,499,1,0,0
-0.6,90,500,1,1,2,499,1,0,0
-0.5,90,500,1,1,2,499,0,0,1
-0.4,90,500,1,1,2,500,0,0,0
-0.3,90,500,1,1,2,500,0,0,0
-0.2,90,500,1,1,2,498,2,0,0
-0.1,90,500,1,1,2,498,0,0,2
0,90,500,1,1,2,500,0,0,0
0.1,90,500,1,1,2,500,0,0,0
0.2,90,500,1,1,2,500,0,0,0
0.3,90,500,1,1,2,500,0,0,0
0.4,90,500,1,1,2,500,0,0,0
0.5,90,500,1,1,2,500,0,0,0
0.6,90,500,1,1,2,500,0,0,0
0.7,90,500,1,1,2,500,0,0,0
0.8,90,500,1,1,2,500,0,0,0
0.9,90,500,1,1,2,500,0,0,0
-0.9,100,500,1,1,2,489,9,0,2
-0.8,100,500,1,1,2,498,1,0,1
-0.7,100,500,1,1,2,500,0,0,0
-0.6,100,500,1,1,2,499,0,0,1
-0.5,100,500,1,1,2,500,0,0,0
-0.4,100,500,1,1,2,499,0,0,1
-0.3,100,500,1,1,2,500,0,0,0
-0.2,100,500,1,1,2,499,0,0,1
-0.1,100,500,1,1,2,500,0,0,0
0,100,500,1,1,2,500,0,0,0
0.1,100,500,1,1,2,499,0,0,1
0.2,100,500,1,1,2,500,0,0,0
0.3,100,500,1,1,2,500,0,0,0
0.4,100,500,1,1,2,500,0,0,0
0.5,100,500,1,1,2,500,0,0,0
0.6,100,500,1,1,2,500,0,0,0
0.7,100,500,1,1,2,500,0,0,0
0.8,100,500,1,1,2,500,0,0,0
0.9,100,500,1,1,2,500,0,0,0
-0.9,125,500,1,1,2,490,8,0,2
-0.8,125,500,1,1,2,499,1,0,0
-0.7,125,500,1,1,2,498,2,0,0
-0.6,125,500,1,1,2,500,0,0,0
-0.5,125,500,1,1,2,500,0,0,0
-0.4,125,500,1,1,2,499,0,0,1
-0.3,125,500,1,1,2,499,0,0,1
-0.2,125,500,1,1,2,500,0,0,0
-0.1,125,500,1,1,2,500,0,0,0
0,125,500,1,1,2,500,0,0,0
0.1,125,500,1,1,2,500,0,0,0
0.2,125,500,1,1,2,500,0,0,0
0.3,125,500,1,1,2,500,0,0,0
0.4,125,500,1,1,2,500,0,0,0
0.5,125,500,1,1,2,500,0,0,0
0.6,125,500,1,1,2,500,0,0,0
0.7,125,500,1,1,2,500,0,0,0
0.8,125,500,1,1,2,500,0,0,0
0.9,125,500,1,1,2,499,1,0,0
-0.9,150,500,1,1,2,494,6,0,0
-0.8,150,500,1,1,2,500,0,0,0
-0.7,150,500,1,1,2,500,0,0,0
-0.6,150,500,1,1,2,500,0,0,0
-0.5,150,500,1,1,2,500,0,0,0
-0.4,150,500,1,1,2,500,0,0,0
-0.3,150,500,1,1,2,499,1,0,0
-0.2,150,500,1,1,2,500,0,0,0
-0.1,150,500,1,1,2,499,0,0,1
0,150,500,1,1,2,500,0,0,0
0.1,150,500,1,1,2,500,0,0,0
0.2,150,500,1,1,2,500,0,0,0
0.3,150,500,1,1,2,500,0,0,0
0.4,150,500,1,1,2,500,0,0,0
